query,docid,contents,modality,relevant
what are the benefits of telemedicine for rural patients,umj7802-113_chunk0,"Telemedicine and Trauma Referrals — a Plastic Surgery Pilot Project A pilot study of the use of digital images as an adjunct to telephone referral was undertaken. Hand trauma represented the majority of the twenty patients included in the study, and the system was found to be an effective aid to delivering appropriate management. We have found image analysis to be a useful addition to the telephone referral process already in use in our unit, but it is unlikely to replace the need for real time clinical assessment of the patient. INTRODUCTION Recent papers have demonstrated the value of telemedicine in plastic surgery 1 - 3 . Most notably, Wallace and colleagues incorporated a three phase trial into their trauma service and found telemedicine to be a valuable method of providing preliminary information, often significantly modifying management 1 . Richard Wootton has described the success of minor injuries telemedicine, which had been applied to over twenty units in the United Kingdom in 2001. He noted that it would be more economically sensible in rural regions like the highlands and islands of Scotland than in London, for example 4 . Our unit provides a plastic surgical service to the whole of Northern Ireland, receiving daily trauma referrals from distant peripheral hospitals and minor injury units. We wished to take advantage of the potential benefits of telemedicine, and decided that the first step should test the reliability of still digital image analysis combined with verbal consultation. METHODS A pilot study of twenty",text,1
what are the benefits of telemedicine for rural patients,124_chunk12,"After training, PCPs implemented two diabetes mini-clinics over 15 months; patients’ mean A1C improved from 10.2 ± 1.4 to 8.4 ± 1.8% ( P <0.001) over average follow-up of 5 months Telehealth models can be used for rural PCP professional training and have potential for future quality improvement projects for diabetes care/management TABLE 2. Telehealth Models: Cost-Benefit Analysis Source Design Sample Intervention Results Implications Verbosky et al., 2016 ( 13 ) Pilot descriptive study to evaluate cost savings and patient satisfaction with CVT technology Convenience sample ( n = 14); enrolled patients with diabetes attending a rural VHA clinic CVT using real-time video and audio transmission Average baseline A1C was 9%; 19 CVT encounters were performed; average distance from patients’ home to medical center was 59.4 miles; average distance to clinic was 11.6 miles; total travel distance averted was 1,795 miles; patients averted 88 miles for each telehealth visit; cost savings ranged from $182 to $300 over 5 months; patient satisfaction rate with telehealth was 91%, and 85% of veterans said they would recommend CVT to others This small pilot showed promise in improving access to care and reducing costs, time, and risks associated with travel for patients living with diabetes in a rural area Palmas et al., 2010 ( 14 ) Cost analysis for the IDEATel program offering home telemedicine monitoring and education Medicare claims data of IDEATel participants ( n = 1,665) Cost analysis of a diabetes case management telemedicine program; study evaluated reductions in health care expenditures",text,1
what are the benefits of telemedicine for rural patients,124_chunk30,"clinic had a full-time job. Working patients who had to travel to an urban clinic had to take a complete day off from work. The telehealth intervention reduced time needed away from work to only 1 hour. Discussion Benefits of Telehealth in Rural Areas Telehealth technology may offer multiple benefits for rural patients and health professionals. Specifically, telehealth can improve local access to specialty health care and clinical management and lower the costs of travel and related costs for accommodations, childcare, food, and parking, as well as limit the inconvenience (and expense) of time away from work, home, and family ( 27 ). PCPs can benefit from improved quality of clinical services, access to continuing education and professional development, increased support from and access to specialists and their resources, improved continuity of care, and improved coordination and review management of patients who may need to transfer to a tertiary care center ( 27 ). To address disparities in health care access for rural residents in the state of Mississippi, one academic medical center is leading the implementation of a large-scale telehealth program. In the past 10 years, the center has expanded an initial two-way video telehealth emergency program into a statewide telehealth network ( 28 ). Henderson et al. ( 28 ) reported that the telehealth network provides 30 specialties via telemedicine to >100 sites across the state. Recently, the network added the Mississippi Diabetes Telehealth Network, which will pilot a telehealth diabetes care program to an existing rural health",text,1
what are the benefits of telemedicine for rural patients,qualm-31-68_chunk11,"incentives to the health care systems since this integration can optimize workflows in telemedicine. When the EHR and telemedicine are coupled together in a centralized system, they can eliminate redundancies in system engagement. For example, reports from telemedicine visits can automatically be added to the patient EHR. The lowered administrative work on the provider that this centralization can achieve has been shown to facilitate fewer reporting errors, less physician burnout, less administrative work, and more time for patients. 33 Government regulation Originating site waivers for Medicare should persist and patients should not be required to travel to a designated site to receive telemedical care—these services should be accessible at home. Rural clinics and Federally Qualified Health Centers should continue to serve as distant sites for patients. Unlimited authority for the secretary of the HHS to create waivers for services such as telemedicine should be legalized during all health emergencies. The Protecting Access to Post-COVID-19 Telehealth Act reintroduced in January of 2021 advocated for the changes above and a 90-day window for waivers post-crisis, but it has not been passed yet and should be championed. An executive order from the Trump administration in August of 2020 charged the HHS with advancing a new payment model to transform rural health care outcomes, likely with the assistance of telehealth. The Department of Agriculture was also tasked with improving the telemedicine and communication infrastructure in rural health care settings. This intention as it relates to telemedicine can be furthered by Congress, which can propose",text,0
what are the benefits of telemedicine for rural patients,biomedicines-10-00940_chunk22,"are in remote districts, reduces health costs, and reduces the transmission of infectious diseases, thus offering promising potential in the fight against COVID-19 [ 38 ]. Despite the clinical difficulties due to the COVID-19 pandemic, Telemedicine was immediately used (within 2–3 months) by specialized neurofibromatosis clinics. Data reported by Radtke et al. [ 26 ] suggest a notable increase in Telemedicine, from only 2% of pre-pandemic clinics to 98% of clinics during the pandemic. However, the majority (84%) of the clinics analyzed indicated that maintaining adequate insurance coverage was essential to continue using Telemedicine for NF patient care. On the other hand, the remaining clinics were unlikely to continue adopting Telemedicine. The opinion of some specialists was that of using Telemedicine only in specific cases, such as for stable or uncomplicated follow-up patients and families traveling at a distance, or unable to go to the hospital, or for needs of patients. Only in such circumstances would Telemedicine visits represent a good alternative to face-to-face visits. A case report involving a NF 49-year-old man with complete deafness elucidated the benefits of telerehabilitation as a solution to provide rehabilitation to quarantined individuals [ 30 ]. Telerehabilitation was conducted through an Internet-based remote communication system so that patients could be provided with precise exercise instructions and medical information [ 30 ]. This strategy has proved advantageous, leading to excellent results such as a successful exercise program, thus avoiding patient functional decline, and a high degree of patient satisfaction. Similarly, Wolters et al. [",text,1
what are the benefits of telemedicine for rural patients,124_chunk35,"more rural PCPs to use this technology, which has demonstrated effectiveness in improving patient clinical outcomes, increasing satisfaction, and lowering health care costs. Conclusion Interactive video telehealth technology may improve glycemic control through improved access to quality care ( 7 , 12 , 13 , 18 , 22 , 24 ). Patient empowerment and self-care management through DSME also may be improved ( 17 , 23 ). Diabetes care provided through video telemedicine may offer laboratory monitoring, medication adjustment, and comprehensive physical exams through high-definition cameras and connective equipment for retinal imaging and other specialty care. Various models using multidisciplinary teams of PCPs, endocrinologists, pharmacists, NPs, nurses, CDEs, and RDs may be implemented depending on the specific needs and resources of the rural practices and communities involved. Patients using telehealth in rural areas have expressed high satisfaction rates resulting from improved access to specialty care, reduced costs, and enhanced convenience ( 7 , 12 , 13 17 , 19 , 27 ). PCPs have also expressed satisfaction with the technology’s ability to provide resources for both professional development and patient care management ( 18 , 21 , 24 , 27 ). Standard telehealth guidelines for safe, effective practice; appropriate reimbursement for various telehealth models; and information regarding costs and benefits of the technology for health care systems are evident gaps in the current literature. To advance the promotion and increase the acceptability of this technology, more research on these issues will be needed.",text,1
what are the benefits of telemedicine for rural patients,2188-2126-69-1-0014_chunk4,"However, because specialists are unevenly distributed in urban areas, it is difficult for patients with intractable neurological diseases in rural areas, where there are many elderly people, to access specialist care 4) . One solution to improving access to specialists is telemedicine, which provides medical care remotely, and telehealth, which provides prevention and health promotion. Regardless of distance, health services using ICT are called eHealth or digital health and include various types of devices, such as wearable devices and smartphone applications 9) . In telemedicine, the Ministry of Health, Labour and Welfare (MHLW) in Japan defines “online medical care” as real-time medical treatment between a doctor and a patient, in which the doctor examines and diagnoses the patient using ICT devices and transmits diagnostic results and prescriptions 10) . To date, there have been several restrictions on online medical care covered by national insurance. It is limited to patients with chronic disease and followed up for at least three months. Face-to-face visits must be scheduled at least every three months, with emergency cases seen within 30 min. Since the revision in 2022, fees for online medical care have also increased, similar to face-to-face consultations. In addition, time and distance requirements between medical institutions and patients, as well as limitations on the percentage of online medical care, were eliminated. Therefore, online medical care has been promoted. Telemedicine for Parkinson's disease, dementia, and intractable neurological disease A previous review reported that telemedicine is an effective tool for the rapid evaluation of patients",text,1
what are the benefits of telemedicine for rural patients,qualm-31-68_chunk1,"of the largest international public health emergencies. The combination of health care surges, media coverage, government changes, and insurance policy changes led to its rapid adoption in the health care system. For telemedicine to be a sustainable and universal presence in health systems, there need to be systemic changes in funding for telemedical equipment acquisition, telemedicine care access and provision, and telemedical coverage. OVERVIEW OF TELEMEDICINE PREPANDEMIC Telemedicine involves the use of technology to deliver clinical care at a distance. 1 The physician and the patient are physically separate from one another in the telemedical care delivery process. Discussions of telemedicine have existed since the telecommunication work of inventors such as Graham Bell and Hertz in the late 19th century. Care types The technology required for telemedicine and the universality of technological gadgets have greatly grown in the last 20 years. There are 3 overarching areas of telemedicine care: synchronous video, asynchronous video, and remote patient monitoring. Synchronous video is also known as real-time video and refers to a live engagement between a clinician and a patient with audiovisual tools. Asynchronous video, also known as store-and-forward video, refers to patient care that is not handled simultaneously for the provider and the patient. It typically involves sharing data, reports, videos, or imaging via secure and confidential data transmission. Remote patient monitoring (RPM) or telemonitoring is a form of telemedicine that is rooted in surveillance. Personal data or health information is sent remotely and monitored to track trends, often of chronic conditions.",text,1
what are the benefits of telemedicine for rural patients,ijgm-6-357_chunk0,"Telemonitoring should have a central role in future health care Dear editor Firstly we would like to thank Upatising et al for undertaking an interesting and relevant study. 1 Health professionals are well aware of the impending crisis that the aging demographics will have on future worldwide health care provision. With increasing hospital stays, “bed blocking,” and longer duration of chronic illness as a result of increasing life expectancy the crisis is indeed underway. With shifting society, the attitudes and expectations of health care are changing significantly. With increased pressures on waiting list times, drug provision/administration, and service provision, patients become more critical and budgets become tighter. Outside of health care the technological advancement is astonishing. Smartphones, robotics, tablets, the internet has truly revolutionized health care provision and training in countless ways. The proposed union of this technological advancement with ‘older adults,’ as a mechanism to prevent hospitalisation through access to health care via telemonitoring is one which can help reduce the pressure on the health service. However more development and research needs to be undertaken to expand this proposal. Through the clinical use of telemedicine, frail individuals would be kept out of the hospital system, in which they often can become ‘trapped;’ allowing them to stay at home, where many wish to be. This equates to additional bed space, more nurse availability (as often these patients need more care than others), and a lesser reduction in mobility (very often frail patients in hospital become quickly immobile, which is unlikely",text,1
what are the benefits of telemedicine for rural patients,UA-13-89_chunk15,"likely to be cost-effective.[ 15 21 ] It could be utilized in screenings or for follow-up visits which do not require physical examination.[ 22 ] Furthermore, close monitoring of a patient's clinical progression is achieved by telehealth, which has a low threshold for additional evaluation.[ 23 ] However, the implementation of telemedicine is still full of challenges, and requires patience, persistence, and the ability to remain positive.[ 1 ] The COVID-19 pandemic has forced many urologists to use telemedicine, and our results show that it has generally been met with positive feedback. Therefore, implementing the use of telemedicine when the pandemic is over should be considered due to its many benefits. Nonetheless, more studies with regard to patient perspectives are also needed. However, the limitations of telemedicine should be respected to avoid compromising patient safety. Financial support and sponsorship Nil. Conflicts of interest There are no conflicts of interest.",text,1
what are the benefits of telemedicine for rural patients,medinform_v7i4e11353_chunk2,"the number of telehealth sessions, including the expansion of services in several new specialty areas, updating telehealth equipment to streamline workflows and increase convenience and uptake, and integrating novel technologies. The identified barriers and recommendations from this evaluation can be applied to the development and expansion of telehealth in other remote communities to realize telehealth’s potential for providing efficient, safe, convenient, and cost-effective care delivery. Introduction Background Telehealth services have become an integral part of health care in many jurisdictions within Canada and internationally [ 1 - 6 ]. Studies have found that telehealth can improve access to health services, improve health outcomes, reduce costs, and increase educational opportunities [ 7 ]. In particular, access to telehealth services for citizens in remote or underserved areas enables access to health care and programs that may otherwise be unavailable and reduces wait time, costs to the health care system, and personal expenses related to the patient’s travel to reach health care services in urban centers [ 8 , 9 ]. Previous studies have found that telehealth increased access to health services, enhanced educational opportunities and social support, and improved health outcomes, quality of care, quality of life, and cost-effectiveness [ 7 ]. Telehealth provides substantial opportunities to improve health outcomes and service delivery, while reducing costs in regions such as Yukon, Canada, that have remote communities, centralization of health care services within a few cities, and significant reliance on out-of-territory clinical specialists [ 10 , 11 ]. However, the same remote nature",text,1
what are the benefits of telemedicine for rural patients,IJO-73-1371_chunk1,"reduce the burden on tertiary care centres. Telemedicine refers to the use of technology to deliver healthcare remotely. As a “technologically forward” field, ophthalmology allows for its widespread use in the form of teleconsultation to reach out to the remote population who do not have easy access to eyecare. Although one of the earliest uses of telemedicine was in the late 1950s and early 1960s in the field of psychiatry,[ 1 ] the first project in teleophthalmology was published in 1975.[ 2 ] Since then, it has gradually gained popularity and acceptance, with a major impact during the Covid-19 pandemic. Here, we aim to analyze the impact of teleconsultation in India’s rural community. Methods Our tertiary eye care hospitals (which function as the base hospitals), located in various states in the country, have teleconsultation units set up in rural communities that we refer to as “vision centers” (VC). Each VC caters to a population of around 20,000 to 50,000 and is equipped with a slit lamp photograph system, a fundus photograph system, Schiotz tonometer, trial sets, retinoscopes, an optometrist, and good internet connectivity for communication. Besides this, they also have a sphygmomanometer, glucometer, a computer with an electronic medical record system, and an optical shop. The optometrists are trained for a year to provide basic eyecare, which includes history taking, examination, refraction, and using software applications. They take a detailed history for every patient coming to the VC, check the intraocular pressure, do their refraction, and take their slit lamp",text,1
what are the benefits of telemedicine for rural patients,ijerph-22-01091_chunk4,"of technology for older adults, including the use of computers, tablets, internet and e-mail [ 10 ]. A telemedicine study on stroke services indicated that usage was highest among younger, male, non-Hispanic white patients, as well as those residing in rural or super rural areas, with “super rural” representing the bottom quartile of rural regions [ 11 ]. Even with the rise in telestroke utilization, rural patients continued to have a lower likelihood of receiving IV tPA compared to their urban counterparts [ 11 ]. When reviewing the existing literature addressing the intersection of TR and equity indicators, the majority of the cited examples predominantly revolve around the domain of telemedicine, as opposed to rehabilitation. There is a gap in our understanding of ethics and equity considerations within telerehabilitation. This rapid review aims to summarize evidence from prior reviews and relevant recent studies to contribute to providing recommendations for equitable and ethical telerehabilitation services. Nevertheless, a gap exists in comprehending and summarizing the vast body of literature concerning ethics so that it may be most useful for decision-makers, to orient clinical implementation, and to further research in this area. It is the professional and ethical duty of healthcare system leaders, occupational therapists, and physiotherapists to provide equitable TR access for all patients. Access here is defined as the capacity of individuals to reach and utilize telerehabilitation services, considering technological, geographic, and economic factors. 2. Methodology This rapid review adheres to the guidelines provided in King et al.’s comprehensive guide [",text,1
what are the benefits of telemedicine for rural patients,jamahealthforum-e233648_chunk25,"Our results are also consistent with prior observational studies that found that patients had more visits if they lived in rural counties with more telemedicine practices or were cared for by health centers with greater telemedicine use. 25 , 36 Given the use of a national sample, including both rural and urban patients, and a larger set of quality health care use measures, we believe our study offers the largest, most generalizable evidence yet on the clinical implications of telemedicine for the care of mental illness. One surprising finding was that patients receiving care from practices with the highest telemedicine use had more hospitalizations and ED visits for mental health conditions than patients of practices with the lowest telemedicine use. This finding could be interpreted as a sign that greater telemedicine use was associated with a lower quality of care. An alternative explanation may be that the underlying assumption that, at a population level, more ED visits and hospitalizations are a sign of poor quality of care is incorrect. 5 In some circumstances, increased hospital use might be a sign of better care in that patients in acute crisis were correctly identified and stabilized. This finding is consistent with several prior studies that also found that telemedicine use was associated with more ED visits or hospitalizations. 25 , 37 , 38 , 39 We also recognize that hospitalizations and ED visits for all indications fell sharply early in the pandemic. In that context, one must be cautious in interpreting relative",text,1
MRI brain scan interpretation in neurological disorders,jpm-11-01110_chunk10,"(lack of spontaneity) + N7 (stereotyped thinking)). Both schizophrenic and depressed patients were taking stable doses of their antidepressant and/or antipsychotic medication for the preceding two weeks. Exclusion criteria were the following: age under 18 or above 65 years, presence of metal implants or body grafts (e.g., pacemaker) incompatible with MRI, history of a psychiatric disorder (for the healthy controls), comorbid psychiatric disorder as identified by the clinical interview and the M.I.N.I., severe somatic or neurological disease, and traumatic brain injury with loss of consciousness. Written informed consent complying with the Declaration of Helsinki was obtained from each participant prior to inclusion. The study protocol was granted approval by the University’s Research Ethics Committee (No. R-2172/03.04.3015). 2.2. Resting State MRI Acquisition and Analysis A 3T MRI system (GE Discovery 750 w) was used for the scanning of the participants. A high-resolution structural scan was first obtained (Sag 3D T1 FSPGR, slice thickness 1 mm, matrix 256 × 256, relaxation time (TR)–7.2 ms, echo time (TE)–2.3 ms, flip angle 12°), followed by an eyes-closed resting-state functional scan (2D Echo Planar Imaging (EPI), slice thickness 3 mm, matrix 64 × 64, TR-2000 ms, TE–30 ms, 36 slices, flip angle 90°, 192 volumes). The subsequent data analysis was performed with the SPM 12 software (Statistical Parametric Mapping, http://www.fil.ion.ucl.ac.uk/spm/ , accessed on 4 March 2021), running on MATLAB R2020b for Windows. The preprocessing steps included realignment, co-registration with the structural scans, normalization to Montreal Neurological Institute (MNI) space and smoothing with a 6 mm",text,0
MRI brain scan interpretation in neurological disorders,ijcn-9-107_chunk5,"cortex, brain stem, bilateral thalami, and basal ganglia. Rarely extensive white matter lesions have been reported in patients with chronic EBV infection and clinical relapse of neurologic problems ( 8 ). In our patient, brain MRI showed high signal intensities in both basal ganglia. Brain CT scan had nonspecific brain edema. These findings are similar to Kou et al. ( 10 ) and Ono et al. ( 6 ). Disorders that affect both basal ganglia include Leigh syndrome, mitochondrial encephalopathy, Wilson disease, and glutaric aciduria type 2 ( 6 ). In our patients, these disorders were excluded by clinical, serologic, and immunologic tests. The prognosis associated with EBV encephalitis is controversial and usually associated with recovery in spite of the severe manifestations that may require assisted ventilation ( 6 ). EBV should be considered in any acute illness of uncertain etiology in the pediatric population ( 11 ). EBV infection should be considered when lesions are localized to the basal ganglia ( 6 ). In conclusion , EBV infection is a common identifiable cause of acute childhood encephalitis and remains the most common agent mimicking herpes simplex virus encephalitis that can be identified with MRI findings of high signal intensities in basal ganglia and documented with serologic tests. Fig 1 Brain MRI Flaire image showing hyperintensities in basal ganglias Fig 2 Brain MRI image DWI and ADC map showing no restricted",text,1
MRI brain scan interpretation in neurological disorders,10194_2024_Article_1877_chunk6,"(C) sleep difficulty occurring at least 3 times per week and present for at least 3 months. (D) sleep difficulty not attributable to another sleep disorder; and (E) a Pittsburgh Sleep Quality Index (PSQI) score > 7 indicates patients with insomnia symptoms [ 15 , 16 ]. Additional eligibility requirements for the MI group were (1) abstaining from analgesics, sedatives, or antidepressants for 3 days prior to neuropsychological testing and MRI scanning and (2) participant age range from 18 to 55 years. Exclusion criteria were: (1) history of other neuropsychiatric conditions; (2) history of substance misuse involving caffeine, nicotine, or alcohol; (3) history of other neurological or psychiatric illnesses such as convulsions, head trauma, cerebrovascular accidents, or transient ischemic episodes; and (4) contraindications for MRI. The inclusion criteria for the MnI group were the same as those for the MI group but with a PSQI score of ≤ 7. Inclusion criteria for the HC group were good sleep patterns, emotional stability, and normal cognitive abilities; exclusion criteria were the same as those for the MI and MnI groups: (1) a history of other neuropsychiatric conditions; (2) a history of substance misuse involving caffeine, nicotine, or alcohol; (3) a history of other neurological or psychiatric illnesses, convulsions, head trauma, cerebrovascular accidents, or transient ischemic episodes; and (4) contraindications for MRI. No participants had signs of brain abnormalities on standard T2-weighted MRI scans. Five participants, two with MI, two with MnI, and one HC, were excluded from the study owing to excessive",text,0
MRI brain scan interpretation in neurological disorders,IBRA-8-476_chunk3,"for this research and evaluation than quantitative data that nearly does not exist in this still newly emerging subject of study. Patients with LIS may interact with researchers, so physicians can use a battery of diagnostic tools to look into the disease, determine what causes it, and rule out other neurological disorders. Examples of such examinations are computed tomography (CT) scans or magnetic resonance imaging (MRI): The effects of an MRI or a CT scan may reveal whether or not the pons or other brain regions have been damaged. Cerebral angiography is a diagnostic procedure used to find out the presence or absence of a blood clot in the brainstem or brain arteries. The electrical activity of a patient's brain may be measured using an electroencephalogram (EEG). It may help doctors tell whether a subject has LIS by gauging whether or not their brain activity and sleep–wake cycles are atypical. 3 RESEARCH Individuals who suffer from LIS are deficient in certain neurotransmitters, which is the reason why they are unable to talk or move their limbs or facial muscles. As a result of the brainstem injuries that cause the LIS, the majority of affected individuals can communicate with the outside world via eye blinking and motions of the eye. 6 There are three subtypes of LIS, all of which have the characteristic of inhibiting all movements apart from vertical eye blinking and movements. Additionally, some imperfect voluntary mobility may still be apparent in a patient, such as in the head",text,1
MRI brain scan interpretation in neurological disorders,ijcn-9-107_chunk4,"of 13 (ranged 3–17) in the encephalitis registry were identified as having evidence of EBV infection. One patient had symptoms of classic IM and all others had a nonspecific signs, including fever (18%) and headache (66%). Slightly less than half (48%) had seizures and often had EEGS showing a slow background (57%); and 71% had abnormal MRI findings ( 9 ). There are a few reports describing detailed neurological examinations of EBV encephalitis. Kou et al. reported a girl who showed clinical signs of encephalitis during an acute infection with EBV, her brain MRI showed low and high intensity of both basal ganglia (predominantly in the putamen) on T1-w and T2-w images; while the brain CT scan demonstrated only mild edema ( 10 ). These MRI changes were similar to Ono et al. ( 6 ). Other studies have reported nonspecific findings with MRIs ( 7 , 9 ). Normal CT scans from these two reports suggested that the demyelinating process or vasculitis might play an important role in the basal ganglia lesions ( 6 ). Since EBV has a tropism for the deep nuclei, neuroimaging can show characteristic multiple foci of T2-weighted or FLAIR hyper intensity in the hemispheric cortex, brain stem, bilateral thalami, and basal ganglia. Rarely extensive white matter lesions have been reported in patients with chronic EBV infection and clinical relapse of neurologic problems ( 8 ). In our patient, brain MRI showed high signal intensities in both basal ganglia. Brain CT scan had nonspecific brain",text,1
MRI brain scan interpretation in neurological disorders,41598_2025_Article_14736_chunk6,"We used the Stroop and Children’s Color Trails Test (CCTT) to examine overall EFs. Methods and materials Participants For the present study, we recruited children and adolescents aged between 6 and 17 via flyers posted in schools and libraries in Seoul and Gyeonggi-do Province. We endeavored to enroll the participants who met the following criteria: a participant (a) should be capable of understanding and following the instructions and descriptions fully about the present study; (b) was taking no medications that could significantly influence their waking and sleep conditions; and (c) had no previous problems in neuroimaging and psychological tests. Participants with any clear neuropsychiatric history of psychiatric disorders (schizophrenia, bipolar disorder, or pediatric psychosis), developmental disorders (autism or intellectual disabilities), learning disabilities, language impairments, uncorrected sensory impairments, neurological disorders (explosive disorder), or acquired brain injury (cerebral palsy) were excluded from the analyses of this study. Of the 129 recruited participants of this study, 18 subjects were excluded during the data collection due to their rejecting or failing brain magnetic resonance imaging (MRI) scanning or incomplete responses in EF test questions, including Stroop, CCTT, and Full-Scale Intelligence Quotient (FSIQ). Also, during the processing the data, 16 participants are excluded due to the MRI head motion correction. Thus, the data from 95 participants (including 61 males and 50 females, 12.23 ± 2.99) were finally analyzed. This research does not obtain any other personal data except those mentioned above. The Stroop test The Stroop test consists of three components: word test, color test,",text,0
MRI brain scan interpretation in neurological disorders,41598_2018_Article_25398_chunk3,"during the convalescent period after an acute ischemic event contribute to the risk of recurrence. Methods Study design This work is based on 2800 patients who were admitted to the neurological department at Tianjin Huanhu Hospital in Tianjin, China within 48 hours after onset of cerebrovascular symptoms from February 2012 through June 2014. All patients had a magnetic resonance imaging or computed tomography (MRI or CT) scan. Individuals were diagnosed with cerebral infarction if they had a neurological deficit of presumed vascular origin that lasted 24 hours and either a normal CT brain scan or evidence of a recent infarct in the relevant area of the brain on MRI scan. The criteria for TIA was similar, but with symptoms lasting less than 24 hours and without evidence of a recent infarct in the relevant area of the brain on MRI scan. The diagnosis of intracranial hemorrhage (ICH) was based in all cases on CT showing hemorrhage. Exclusion criteria were identical to our previous study 8 , and patients died within three months of hospital discharge were also excluded from this study Controls were selected from individuals who had regular health checks from 2012 to 2014. Those patients with a history of acute stroke, coronary heart disease, renal function impairment (serum creatinine > 133 µmol/L), or B vitamin therapy within two weeks of screening were excluded. We enrolled 2800 patients, all of whom met the inclusion criteria and provided informed consent to participate in the study. We separated patients by ischemic",text,1
MRI brain scan interpretation in neurological disorders,HBM-44-1070_chunk3,"excluded due to excessive head movements. Therefore, we finally enrolled 140 participants (PD: 70, HC: 70). All patients were recruited from June 2017 to May 2021 from the Department of Neurology, Xuanwu Hospital Capital Medical University. Notably, to reduce the effects of dopamine drugs on brain activity, we only included patients who were in the “OFF medication” state (at least 12 h dopaminergic drug withdrawal) during MRI scans. This study was approved by the Ethics Committee of Xuanwu Hospital of Capital Medical University. All participants provided written informed consent before inclusion. Patients with PD were diagnosed according to the Movement Disorders Society (MDS) Clinical Diagnostic Criteria (Postuma et al., 2015 ). The HCs were recruited from the community. The exclusion criteria were left‐handed, confounding neurological diseases, unsafe MRI acquisition, excessive head movement during scanning, and poor quality of space standardization. 2.2 Clinical and behavioral assessments All participants underwent clinical assessment of motor symptoms and NMS in the “OFF medication” state. Motor symptoms were evaluated using the MDS Unified Parkinson's Disease Rating Scale Part III (MDS‐UPDRS‐III). The dosage of antiparkinsonian drugs was calculated using the levodopa equivalent daily dose (LEDD). Olfactory function was assessed using the Brief Smell Identification Test (BSIT). Cognitive ability was evaluated using the Montreal Cognitive Assessment (MOCA). The presence of depression, anxiety, apathy, and pain was measured using the Hamilton Depression Scale (HAMD), State‐Trait Anxiety Inventory (STAI), and Apathy Evaluation Scale self‐rated version (AES‐S), and MDS‐UPDRS I‐1.9, respectively. Sleep disturbances were measured using the Rapid Eye Movement",text,1
MRI brain scan interpretation in neurological disorders,bd-43-bd230026_chunk10,"paraneoplastic retinopathy [ 11 ]. In the present case, although no antineural antibodies in the serum and CSF were measured, the presence of neurological symptoms and a diagnosis of cancer within 4 years from the onset of neurological manifestations were consistent with the diagnostic criteria for paraneoplastic neurological disorders. However, the possibility of paraneoplastic neurological disorders is unlikely to be considered due to the presence of a history of BD, the absence of a lesion in the temporal lobe on MRI, and the onset of symptoms after the beginning of chemotherapy. Nonetheless, if a breast cancer patient without a history of BD presents with neurological symptoms unexplained by other neurological diseases, it may be preferable to have her tested for anti-neural antibodies. Although this patient had a history of oral aphthae due to BD, she was asymptomatic, as the disease was controlled when the NAC commenced. Mild stomatitis, malaise, and loss of appetite were noted after completing one course of preoperative chemotherapy; however, the treatment was continued as these symptoms are known to be common adverse events of chemotherapy. However, we also observed adverse symptoms unlikely to be caused by ordinary chemotherapy, such as dysarthria, disturbance of consciousness, and hemiplegia. Hence, the decision to conduct a brain MRI was made based on the possibility of NBD due to the patient’s medical history of BD, along with the appearance of non-specific neurological disorders as symptoms of a chemotherapy-induced adverse event. Although she was not evaluated by contrast-enhanced MRI due to a",text,1
MRI brain scan interpretation in neurological disorders,10143_2021_Article_1652_chunk4,"diagnostic MRIs were missing, patients who had undergone head CTs only (due to contraindications such as to pacemakers, pregnancy, and claustrophobia), and patients who had emigrated from Norway. Patients without earlier consent in the prospective registry who were not able to sign informed consents due to severe functional or cognitive deficits including severe psychiatric disorders were not asked to participate in the study. A flow chart of the inclusion/exclusion process is shown in Fig. 1 . Fig. 1 Flowchart demonstrating number of patients with meningiomas included in developing the brain tumor atlas Data collection Demographic data was retrieved from our prospectively maintained surgical tumor registry at St. Olavs University Hospital, and the data were reviewed retrospectively. For non-operated patients and patients who were not included in the registry, retrospective reviews of electronical medical records (from St. Olavs University Hospital and seven local hospitals in our catchment region) were carried out. This included patients who were seen as outpatients only and/or those where referrals had been managed by letters giving advice on follow-up locally after diagnostic MRI scans were reviewed by the neurosurgical department. The following data were retrieved: age, gender, WHO grade (I, II, or III) as verified by histopathology, radiological diagnosis, gross tumor location (supratentorial/infratentorial/both supra- and infratentorial tumor location), specific tumor location adapted from Youmans Neurological Surgery [ 44 ] with slight modification (Table 1 ), and tumor multiplicity (defined as tumors in separate locations in the same patient). Diagnostic/pre-treatment MRI scans were retrieved for segmentation of tumor",text,1
